Store,Date,Time,Dept,Family,Item_No,SalesQty,Price,SalesValue,Sales_Status,Sales_number
H1,07/20/2009,17,GA,運動飲料,876,5,16,80,N,1
H1,07/20/2009,17,GA,運動飲料,020,5,16,80,N,1
H1,07/20/2009,18,GA,運動飲料,152,23,9,207,N,2
H1,07/20/2009,18,GA,運動飲料,654,5,26,130,P,2
H1,07/20/2009,18,GA,運動飲料,032,60,4,240,P,1
H1,07/20/2009,18,GA,運動飲料,876,23,15,345,N,3
H1,07/20/2009,18,GA,運動飲料,958,8,4,32,N,1
H1,07/20/2009,19,GA,運動飲料,152,8,9,72,N,1
H1,07/20/2009,19,GA,運動飲料,254,5,27,135,N,2
H1,07/20/2009,19,GA,運動飲料,654,1,33,33,P,1
H1,07/20/2009,19,GA,運動飲料,558,8,4,32,P,1
H1,07/20/2009,20,GA,運動飲料,522,15,15,225,N,1
H1,07/20/2009,20,GA,運動飲料,186,90,5,450,P,1
H1,07/20/2009,20,GA,運動飲料,654,4,25,100,P,1
H1,07/20/2009,20,GA,運動飲料,032,150,4,600,P,2
H1,07/20/2009,20,GA,運動飲料,876,5,16,80,N,1
H1,07/20/2009,20,GA,運動飲料,020,5,16,80,N,1
H1,07/20/2009,20,GA,運動飲料,274,4,21,84,N,1
H1,07/20/2009,20,GA,運動飲料,610,5,14,70,P,1
H1,07/20/2009,21,GA,運動飲料,522,5,15,75,N,1
H1,07/20/2009,21,GA,運動飲料,152,15,10,150,N,1
H1,07/20/2009,21,GA,運動飲料,666,10,14,140,P,2
H1,07/20/2009,21,GA,運動飲料,254,1,34,34,N,1
H1,07/20/2009,21,GA,運動飲料,186,30,5,150,P,1
H1,07/20/2009,21,GA,運動飲料,876,5,16,80,N,1
H1,07/20/2009,22,GA,運動飲料,654,1,33,33,P,1
H1,07/20/2009,22,GA,運動飲料,956,8,9,72,N,1
H1,07/20/2009,22,GA,運動飲料,032,60,4,240,P,1
H1,07/20/2009,22,GA,運動飲料,958,15,4,60,N,1
H1,07/20/2009,23,GA,運動飲料,020,10,16,160,N,2
H1,07/21/2009,09,GA,運動飲料,186,30,5,150,P,1
H1,07/21/2009,09,GA,運動飲料,956,15,10,150,N,1
H1,07/21/2009,09,GA,運動飲料,274,1,28,28,N,1
H1,07/21/2009,10,GA,運動飲料,666,5,14,70,P,1
H1,07/21/2009,11,GA,運動飲料,254,1,34,34,N,1
H1,07/21/2009,11,GA,運動飲料,186,30,5,150,P,1
H1,07/21/2009,11,GA,運動飲料,654,4,25,100,P,2
H1,07/21/2009,11,GA,運動飲料,020,5,15,75,P,1
H1,07/21/2009,11,GA,運動飲料,610,40,15,600,P,3
H1,07/21/2009,13,GA,運動飲料,152,23,9,207,N,2
H1,07/21/2009,13,GA,運動飲料,254,3,23,69,N,1
H1,07/21/2009,13,GA,運動飲料,654,1,33,33,P,1
H1,07/21/2009,13,GA,運動飲料,956,15,10,150,N,1
H1,07/21/2009,13,GA,運動飲料,876,5,15,75,P,1
H1,07/21/2009,13,GA,運動飲料,274,1,28,28,N,1
H1,07/21/2009,14,GA,運動飲料,186,30,5,150,P,1
H1,07/21/2009,14,GA,運動飲料,654,3,22,66,P,1
H1,07/21/2009,14,GA,運動飲料,876,5,15,75,P,1
H1,07/21/2009,14,GA,運動飲料,610,5,15,75,P,1
H1,07/21/2009,15,GA,運動飲料,876,5,15,75,P,1
H1,07/21/2009,16,GA,運動飲料,254,1,34,34,N,1
H1,07/21/2009,16,GA,運動飲料,654,1,33,33,P,1
H1,07/21/2009,16,GA,運動飲料,032,30,4,120,P,1
H1,07/21/2009,17,GA,運動飲料,254,4,26,104,N,2
H1,07/21/2009,17,GA,運動飲料,654,1,33,33,P,1
H1,07/21/2009,17,GA,運動飲料,020,5,15,75,P,1
H1,07/21/2009,18,GA,運動飲料,634,30,5,150,P,1
H1,07/21/2009,18,GA,運動飲料,666,10,14,140,P,2
H1,07/21/2009,18,GA,運動飲料,186,30,5,150,P,1
H1,07/21/2009,18,GA,運動飲料,558,45,4,180,P,2
H1,07/21/2009,19,GA,運動飲料,522,5,15,75,N,1
H1,07/21/2009,19,GA,運動飲料,254,1,34,34,N,1
H1,07/21/2009,19,GA,運動飲料,654,1,33,33,P,1
H1,07/21/2009,19,GA,運動飲料,876,10,15,150,P,2
H1,07/21/2009,20,GA,運動飲料,186,210,5,1050,P,5
H1,07/21/2009,20,GA,運動飲料,654,1,33,33,P,1
H1,07/21/2009,20,GA,運動飲料,876,10,15,150,P,2
H1,07/21/2009,20,GA,運動飲料,610,5,15,75,P,1
H1,07/21/2009,21,GA,運動飲料,634,30,5,150,P,1
H1,07/21/2009,21,GA,運動飲料,152,8,9,72,N,1
H1,07/21/2009,21,GA,運動飲料,254,4,26,104,N,2
H1,07/21/2009,21,GA,運動飲料,186,30,5,150,P,1
H1,07/21/2009,21,GA,運動飲料,654,3,22,66,P,1
H1,07/21/2009,21,GA,運動飲料,876,5,15,75,P,1
H1,07/21/2009,21,GA,運動飲料,186,5,10,50,N,1
H1,07/21/2009,22,GA,運動飲料,558,15,4,60,P,1
H1,07/22/2009,09,GA,運動飲料,666,10,14,140,N,1
H1,07/22/2009,10,GA,運動飲料,654,1,33,33,P,1
H1,07/22/2009,10,GA,運動飲料,032,30,4,120,P,1
H1,07/22/2009,10,GA,運動飲料,876,5,15,75,N,1
H1,07/22/2009,11,GA,運動飲料,634,60,5,300,P,1
H1,07/22/2009,11,GA,運動飲料,186,90,5,450,P,3
H1,07/22/2009,11,GA,運動飲料,032,60,4,240,P,1
H1,07/22/2009,11,GA,運動飲料,876,5,15,75,N,1
H1,07/22/2009,13,GA,運動飲料,254,4,26,104,N,1
H1,07/22/2009,13,GA,運動飲料,654,4,25,100,P,1
H1,07/22/2009,14,GA,運動飲料,254,1,34,34,N,1
H1,07/22/2009,14,GA,運動飲料,654,1,33,33,P,1
H1,07/22/2009,14,GA,運動飲料,032,30,4,120,P,1
H1,07/22/2009,14,GA,運動飲料,020,5,15,75,P,1
H1,07/22/2009,15,GA,運動飲料,634,90,5,450,P,2
H1,07/22/2009,15,GA,運動飲料,186,60,5,300,P,2
H1,07/22/2009,15,GA,運動飲料,032,60,4,240,P,2
H1,07/22/2009,15,GA,運動飲料,020,5,15,75,P,1
H1,07/22/2009,16,GA,運動飲料,064,30,6,180,N,1
H1,07/22/2009,17,GA,運動飲料,654,3,22,66,P,1
H1,07/22/2009,17,GA,運動飲料,032,60,4,240,P,2
H1,07/22/2009,17,GA,運動飲料,020,5,15,75,P,1
H1,07/22/2009,18,GA,運動飲料,634,30,5,150,P,1
H1,07/22/2009,18,GA,運動飲料,032,120,4,480,P,3
H1,07/22/2009,18,GA,運動飲料,876,5,15,75,N,1
H1,07/22/2009,19,GA,運動飲料,064,30,6,180,N,1
H1,07/22/2009,19,GA,運動飲料,254,1,34,34,N,1
H1,07/22/2009,19,GA,運動飲料,186,60,5,300,P,2
H1,07/22/2009,19,GA,運動飲料,654,2,33,66,P,2
H1,07/22/2009,19,GA,運動飲料,752,5,16,80,N,1
H1,07/22/2009,19,GA,運動飲料,956,60,10,600,N,1
H1,07/22/2009,19,GA,運動飲料,020,25,15,375,P,1
H1,07/22/2009,20,GA,運動飲料,666,5,14,70,N,1
H1,07/22/2009,20,GA,運動飲料,186,30,5,150,P,1
H1,07/22/2009,20,GA,運動飲料,032,75,4,300,P,2
H1,07/22/2009,20,GA,運動飲料,326,3,13,39,N,1
H1,07/22/2009,20,GA,運動飲料,020,40,15,600,P,1
H1,07/22/2009,21,GA,運動飲料,634,60,5,300,P,2
H1,07/22/2009,21,GA,運動飲料,254,6,28,168,N,2
H1,07/22/2009,21,GA,運動飲料,186,120,5,600,P,4
H1,07/22/2009,21,GA,運動飲料,654,1,33,33,P,1
H1,07/22/2009,21,GA,運動飲料,876,10,15,150,N,2
H1,07/22/2009,21,GA,運動飲料,610,5,15,75,P,1
H1,07/22/2009,22,GA,運動飲料,666,5,14,70,N,1
H1,07/22/2009,22,GA,運動飲料,956,30,10,300,N,1
H1,07/23/2009,09,GA,運動飲料,334,60,4,240,P,1
H1,07/23/2009,10,GA,運動飲料,666,5,14,70,N,1
H1,07/23/2009,10,GA,運動飲料,186,60,5,300,P,1
H1,07/23/2009,10,GA,運動飲料,876,10,15,150,N,1
H1,07/23/2009,10,GA,運動飲料,020,5,15,75,P,1
H1,07/23/2009,11,GA,運動飲料,634,30,5,150,P,2
H1,07/23/2009,11,GA,運動飲料,064,30,6,180,N,1
H1,07/23/2009,11,GA,運動飲料,186,60,5,300,P,2
H1,07/23/2009,11,GA,運動飲料,654,3,22,66,P,1
H1,07/23/2009,11,GA,運動飲料,032,210,4,840,P,3
H1,07/23/2009,11,GA,運動飲料,610,5,15,75,P,1
H1,07/23/2009,12,GA,運動飲料,064,30,6,180,N,1
H1,07/23/2009,12,GA,運動飲料,254,21,28,588,N,2
H1,07/23/2009,12,GA,運動飲料,020,15,15,225,P,2
H1,07/23/2009,13,GA,運動飲料,654,1,33,33,P,1
H1,07/23/2009,13,GA,運動飲料,956,23,9,207,N,2
H1,07/23/2009,13,GA,運動飲料,020,10,15,150,P,1
H1,07/23/2009,13,GA,運動飲料,274,1,28,28,N,1
H1,07/23/2009,14,GA,運動飲料,654,4,25,100,P,1
H1,07/23/2009,14,GA,運動飲料,020,5,15,75,P,1
H1,07/23/2009,15,GA,運動飲料,064,30,6,180,N,1
H1,07/23/2009,15,GA,運動飲料,186,30,5,150,P,1
H1,07/23/2009,15,GA,運動飲料,654,1,33,33,P,1
H1,07/23/2009,15,GA,運動飲料,752,5,16,80,N,1
H1,07/23/2009,15,GA,運動飲料,032,30,4,120,P,1
H1,07/23/2009,15,GA,運動飲料,274,1,28,28,N,1
H1,07/23/2009,15,GA,運動飲料,186,5,10,50,N,1
H1,07/23/2009,16,GA,運動飲料,064,30,6,180,N,1
H1,07/23/2009,16,GA,運動飲料,666,10,14,140,N,1
H1,07/23/2009,16,GA,運動飲料,654,1,33,33,P,1
H1,07/23/2009,16,GA,運動飲料,956,30,10,300,N,1
H1,07/23/2009,17,GA,運動飲料,876,5,15,75,N,1
H1,07/23/2009,17,GA,運動飲料,020,5,15,75,P,1
H1,07/23/2009,18,GA,運動飲料,064,30,6,180,N,1
H1,07/23/2009,18,GA,運動飲料,254,1,34,34,N,1
H1,07/23/2009,18,GA,運動飲料,186,30,5,150,P,1
H1,07/23/2009,19,GA,運動飲料,666,5,14,70,N,1
H1,07/23/2009,19,GA,運動飲料,254,5,27,135,N,1
H1,07/23/2009,19,GA,運動飲料,186,90,5,450,P,1
H1,07/23/2009,19,GA,運動飲料,654,1,33,33,P,1
H1,07/23/2009,19,GA,運動飲料,032,60,4,240,P,1
H1,07/23/2009,19,GA,運動飲料,020,15,15,225,P,3
H1,07/23/2009,19,GA,運動飲料,610,5,15,75,P,1
H1,07/23/2009,20,GA,運動飲料,254,1,34,34,N,1
H1,07/23/2009,20,GA,運動飲料,956,8,9,72,N,1
H1,07/23/2009,20,GA,運動飲料,032,30,4,120,P,1
H1,07/23/2009,20,GA,運動飲料,020,10,15,150,P,1
H1,07/23/2009,21,GA,運動飲料,152,8,9,72,N,1
H1,07/23/2009,21,GA,運動飲料,666,10,14,140,N,1
H1,07/23/2009,21,GA,運動飲料,254,6,23,138,N,2
H1,07/23/2009,21,GA,運動飲料,654,8,25,200,P,1
H1,07/23/2009,21,GA,運動飲料,876,5,15,75,N,1
H1,07/23/2009,21,GA,運動飲料,020,5,15,75,P,1
H1,07/23/2009,22,GA,運動飲料,634,30,5,150,P,1
H1,07/23/2009,22,GA,運動飲料,654,1,33,33,P,1
H1,07/23/2009,22,GA,運動飲料,032,30,4,120,P,1
H1,07/24/2009,09,GA,運動飲料,876,5,15,75,N,1
H1,07/24/2009,11,GA,運動飲料,254,5,27,135,N,2
H1,07/24/2009,11,GA,運動飲料,186,30,5,150,P,1
H1,07/24/2009,11,GA,運動飲料,654,4,25,100,P,2
H1,07/24/2009,11,GA,運動飲料,032,30,4,120,P,1
H1,07/24/2009,12,GA,運動飲料,522,5,15,75,N,1
H1,07/24/2009,12,GA,運動飲料,654,5,26,130,P,3
H1,07/24/2009,12,GA,運動飲料,032,30,4,120,P,1
H1,07/24/2009,12,GA,運動飲料,186,5,10,50,N,1
H1,07/24/2009,13,GA,運動飲料,020,5,15,75,P,1
H1,07/24/2009,14,GA,運動飲料,152,8,9,72,N,1
H1,07/24/2009,14,GA,運動飲料,254,1,34,34,N,1
H1,07/24/2009,14,GA,運動飲料,956,23,9,207,N,1
H1,07/24/2009,15,GA,運動飲料,254,1,34,34,N,1
H1,07/24/2009,15,GA,運動飲料,654,6,28,168,P,1
H1,07/24/2009,15,GA,運動飲料,956,8,9,72,N,1
H1,07/24/2009,15,GA,運動飲料,334,30,4,120,P,1
H1,07/24/2009,16,GA,運動飲料,152,16,9,144,N,2
H1,07/24/2009,16,GA,運動飲料,254,3,23,69,N,1
H1,07/24/2009,16,GA,運動飲料,186,30,5,150,P,1
H1,07/24/2009,16,GA,運動飲料,654,3,22,66,P,1
H1,07/24/2009,17,GA,運動飲料,152,8,9,72,N,1
H1,07/24/2009,17,GA,運動飲料,274,3,19,57,N,1
H1,07/24/2009,18,GA,運動飲料,634,30,5,150,P,1
H1,07/24/2009,18,GA,運動飲料,522,10,15,150,N,2
H1,07/24/2009,18,GA,運動飲料,254,7,24,168,N,2
H1,07/24/2009,18,GA,運動飲料,654,2,33,66,P,2
H1,07/24/2009,18,GA,運動飲料,876,10,15,150,N,2
H1,07/24/2009,18,GA,運動飲料,020,5,15,75,P,1
H1,07/24/2009,18,GA,運動飲料,186,5,10,50,N,1
H1,07/24/2009,19,GA,運動飲料,152,9,9,81,N,2
H1,07/24/2009,19,GA,運動飲料,254,1,34,34,N,1
H1,07/24/2009,19,GA,運動飲料,654,4,25,100,P,2
H1,07/24/2009,19,GA,運動飲料,020,5,15,75,P,1
H1,07/24/2009,19,GA,運動飲料,610,5,15,75,P,1
H1,07/24/2009,20,GA,運動飲料,634,60,5,300,P,2
H1,07/24/2009,20,GA,運動飲料,254,4,26,104,N,2
H1,07/24/2009,20,GA,運動飲料,186,60,5,300,P,1
H1,07/24/2009,20,GA,運動飲料,654,7,24,168,P,3
H1,07/24/2009,21,GA,運動飲料,634,30,5,150,P,1
H1,07/24/2009,21,GA,運動飲料,666,15,14,210,N,2
H1,07/24/2009,21,GA,運動飲料,558,8,4,32,P,1
H1,07/24/2009,21,GA,運動飲料,876,10,15,150,N,1
H1,07/24/2009,21,GA,運動飲料,020,5,15,75,P,1
H1,07/24/2009,21,GA,運動飲料,274,1,28,28,N,1
H1,07/24/2009,22,GA,運動飲料,522,5,15,75,N,1
H1,07/24/2009,22,GA,運動飲料,254,3,23,69,N,1
H1,07/24/2009,22,GA,運動飲料,654,2,33,66,P,2
H1,07/24/2009,22,GA,運動飲料,876,5,15,75,N,1
H1,07/24/2009,22,GA,運動飲料,020,5,15,75,P,1
H1,07/25/2009,10,GA,運動飲料,666,5,14,70,N,1
H1,07/25/2009,10,GA,運動飲料,254,3,23,69,N,1
H1,07/25/2009,10,GA,運動飲料,654,1,33,33,P,1
H1,07/25/2009,10,GA,運動飲料,876,5,15,75,N,1
H1,07/25/2009,10,GA,運動飲料,020,5,15,75,P,1
H1,07/25/2009,11,GA,運動飲料,254,1,34,34,N,1
H1,07/25/2009,11,GA,運動飲料,186,60,5,300,P,2
H1,07/25/2009,11,GA,運動飲料,032,60,4,240,P,1
H1,07/25/2009,12,GA,運動飲料,522,5,15,75,N,1
H1,07/25/2009,12,GA,運動飲料,152,8,9,72,N,1
H1,07/25/2009,12,GA,運動飲料,254,3,23,69,N,1
H1,07/25/2009,12,GA,運動飲料,654,1,33,33,P,1
H1,07/25/2009,12,GA,運動飲料,752,10,16,160,N,2
H1,07/25/2009,12,GA,運動飲料,876,10,15,150,N,1
H1,07/25/2009,13,GA,運動飲料,152,8,9,72,N,1
H1,07/25/2009,13,GA,運動飲料,666,10,14,140,N,2
H1,07/25/2009,13,GA,運動飲料,186,270,5,1350,P,1
H1,07/25/2009,13,GA,運動飲料,654,4,25,100,P,2
H1,07/25/2009,14,GA,運動飲料,634,150,5,750,P,2
H1,07/25/2009,14,GA,運動飲料,654,4,25,100,P,1
H1,07/25/2009,15,GA,運動飲料,152,8,9,72,N,1
H1,07/25/2009,15,GA,運動飲料,666,5,14,70,N,1
H1,07/25/2009,15,GA,運動飲料,254,3,34,102,N,3
H1,07/25/2009,15,GA,運動飲料,610,5,15,75,P,1
H1,07/25/2009,16,GA,運動飲料,634,30,5,150,P,1
H1,07/25/2009,16,GA,運動飲料,152,8,9,72,N,1
H1,07/25/2009,16,GA,運動飲料,654,6,28,168,P,3
H1,07/25/2009,16,GA,運動飲料,032,30,4,120,P,1
H1,07/25/2009,17,GA,運動飲料,634,90,5,450,P,2
H1,07/25/2009,17,GA,運動飲料,152,8,9,72,N,1
H1,07/25/2009,17,GA,運動飲料,654,1,33,33,P,1
H1,07/25/2009,17,GA,運動飲料,956,30,10,300,N,1
H1,07/25/2009,17,GA,運動飲料,032,30,4,120,P,1
H1,07/25/2009,18,GA,運動飲料,666,5,14,70,N,1
H1,07/25/2009,18,GA,運動飲料,498,30,9,270,N,1
H1,07/25/2009,18,GA,運動飲料,558,23,4,92,P,2
H1,07/25/2009,19,GA,運動飲料,522,5,15,75,N,1
H1,07/25/2009,19,GA,運動飲料,152,8,9,72,N,1
H1,07/25/2009,19,GA,運動飲料,666,10,14,140,N,2
H1,07/25/2009,19,GA,運動飲料,032,30,4,120,P,1
H1,07/25/2009,19,GA,運動飲料,876,5,15,75,N,1
H1,07/25/2009,20,GA,運動飲料,666,5,14,70,N,1
H1,07/25/2009,20,GA,運動飲料,186,30,5,150,P,1
H1,07/25/2009,20,GA,運動飲料,558,15,4,60,P,1
H1,07/25/2009,21,GA,運動飲料,522,5,15,75,N,1
H1,07/25/2009,21,GA,運動飲料,666,5,14,70,N,1
H1,07/25/2009,21,GA,運動飲料,654,4,25,100,P,2
H1,07/25/2009,21,GA,運動飲料,610,5,15,75,P,1
H1,07/25/2009,22,GA,運動飲料,152,8,9,72,N,1
H1,07/25/2009,22,GA,運動飲料,666,15,14,210,N,1
H1,07/25/2009,22,GA,運動飲料,558,8,4,32,P,1
H1,07/26/2009,09,GA,運動飲料,958,15,4,60,P,1
H1,07/26/2009,10,GA,運動飲料,522,5,15,75,N,1
H1,07/26/2009,10,GA,運動飲料,032,30,4,120,P,1
H1,07/26/2009,10,GA,運動飲料,610,15,14,210,P,2
H1,07/26/2009,11,GA,運動飲料,254,2,34,68,N,2
H1,07/26/2009,11,GA,運動飲料,186,90,5,450,P,2
H1,07/26/2009,11,GA,運動飲料,654,3,22,66,P,1
H1,07/26/2009,11,GA,運動飲料,876,15,15,225,N,1
H1,07/26/2009,11,GA,運動飲料,610,5,14,70,P,1
H1,07/26/2009,12,GA,運動飲料,152,8,9,72,N,1
H1,07/26/2009,12,GA,運動飲料,666,5,14,70,N,1
H1,07/26/2009,12,GA,運動飲料,254,1,34,34,N,1
H1,07/26/2009,12,GA,運動飲料,186,30,5,150,P,1
H1,07/26/2009,12,GA,運動飲料,654,1,33,33,P,1
H1,07/26/2009,12,GA,運動飲料,032,60,4,240,P,2
H1,07/26/2009,13,GA,運動飲料,152,8,9,72,N,1
H1,07/26/2009,13,GA,運動飲料,254,1,34,34,N,1
H1,07/26/2009,13,GA,運動飲料,654,4,25,100,P,1
H1,07/26/2009,14,GA,運動飲料,666,10,14,140,N,2
H1,07/26/2009,14,GA,運動飲料,186,30,5,150,P,1
H1,07/26/2009,14,GA,運動飲料,654,3,33,99,P,3
H1,07/26/2009,14,GA,運動飲料,752,5,16,80,N,1
H1,07/26/2009,14,GA,運動飲料,558,38,4,152,P,2
H1,07/26/2009,14,GA,運動飲料,876,15,15,225,N,2
H1,07/26/2009,14,GA,運動飲料,020,10,15,150,P,1
H1,07/26/2009,14,GA,運動飲料,610,20,14,280,P,2
H1,07/26/2009,15,GA,運動飲料,254,20,27,540,N,3
H1,07/26/2009,15,GA,運動飲料,186,90,5,450,P,3
H1,07/26/2009,15,GA,運動飲料,654,1,33,33,P,1
H1,07/26/2009,15,GA,運動飲料,876,5,15,75,N,1
H1,07/26/2009,15,GA,運動飲料,020,10,15,150,P,2
H1,07/26/2009,15,GA,運動飲料,682,1,13,13,N,1
H1,07/26/2009,15,GA,運動飲料,610,5,14,70,P,1
H1,07/26/2009,16,GA,運動飲料,666,5,14,70,N,1
H1,07/26/2009,16,GA,運動飲料,254,1,34,34,N,1
H1,07/26/2009,16,GA,運動飲料,654,2,33,66,P,2
H1,07/26/2009,16,GA,運動飲料,032,30,4,120,P,1
H1,07/26/2009,16,GA,運動飲料,020,10,15,150,P,1
H1,07/26/2009,16,GA,運動飲料,610,5,14,70,P,1
H1,07/26/2009,17,GA,運動飲料,152,8,9,72,N,1
H1,07/26/2009,17,GA,運動飲料,254,3,23,69,N,1
H1,07/26/2009,17,GA,運動飲料,186,30,5,150,P,1
H1,07/26/2009,17,GA,運動飲料,654,6,22,132,P,2
H1,07/26/2009,18,GA,運動飲料,752,10,16,160,N,1
H1,07/26/2009,19,GA,運動飲料,522,5,15,75,N,1
H1,07/26/2009,19,GA,運動飲料,032,30,4,120,P,1
H1,07/26/2009,19,GA,運動飲料,274,3,19,57,N,1
H1,07/26/2009,20,GA,運動飲料,522,5,15,75,N,1
H1,07/26/2009,20,GA,運動飲料,254,1,34,34,N,1
H1,07/26/2009,20,GA,運動飲料,186,90,5,450,P,2
H1,07/26/2009,20,GA,運動飲料,654,6,28,168,P,2
H1,07/26/2009,20,GA,運動飲料,020,5,15,75,P,1
H1,07/26/2009,21,GA,運動飲料,634,30,5,150,P,1
H1,07/26/2009,21,GA,運動飲料,152,31,9,279,N,2
H1,07/26/2009,21,GA,運動飲料,254,3,34,102,N,3
H1,07/26/2009,21,GA,運動飲料,654,13,25,325,P,4
H1,07/26/2009,21,GA,運動飲料,956,8,9,72,N,3
H1,07/26/2009,21,GA,運動飲料,876,10,15,150,N,2
H1,07/26/2009,22,GA,運動飲料,634,30,5,150,P,1
H1,07/26/2009,22,GA,運動飲料,666,5,14,70,N,1
H1,07/27/2009,09,GA,運動飲料,654,1,34,34,N,1
H1,07/27/2009,09,GA,運動飲料,032,30,4,120,P,1
H1,07/27/2009,10,GA,運動飲料,796,9,9,81,N,2
H1,07/27/2009,10,GA,運動飲料,666,5,14,70,N,1
H1,07/27/2009,10,GA,運動飲料,186,30,6,180,N,1
H1,07/27/2009,10,GA,運動飲料,020,35,15,525,P,2
H1,07/27/2009,11,GA,運動飲料,634,60,6,360,N,2
H1,07/27/2009,11,GA,運動飲料,064,60,6,360,N,2
H1,07/27/2009,11,GA,運動飲料,254,4,26,104,N,2
H1,07/27/2009,11,GA,運動飲料,956,60,10,600,N,1
H1,07/27/2009,11,GA,運動飲料,610,5,14,70,P,1
H1,07/27/2009,12,GA,運動飲料,254,1,34,34,N,1
H1,07/27/2009,12,GA,運動飲料,654,3,23,69,N,1
H1,07/27/2009,12,GA,運動飲料,558,38,4,152,P,2
H1,07/27/2009,12,GA,運動飲料,876,15,15,225,N,3
H1,07/27/2009,13,GA,運動飲料,956,30,10,300,N,1
H1,07/27/2009,14,GA,運動飲料,634,30,6,180,N,1
H1,07/27/2009,14,GA,運動飲料,152,8,9,72,N,1
H1,07/27/2009,14,GA,運動飲料,666,5,14,70,N,1
H1,07/27/2009,14,GA,運動飲料,876,30,15,450,N,1
H1,07/27/2009,14,GA,運動飲料,020,10,15,150,P,2
H1,07/27/2009,14,GA,運動飲料,610,5,14,70,P,1
H1,07/27/2009,15,GA,運動飲料,152,8,9,72,N,1
H1,07/27/2009,15,GA,運動飲料,186,150,6,900,N,3
H1,07/27/2009,15,GA,運動飲料,654,10,27,270,N,1
H1,07/27/2009,15,GA,運動飲料,020,25,15,375,P,2
H1,07/27/2009,15,GA,運動飲料,274,3,19,57,N,1
H1,07/27/2009,16,GA,運動飲料,796,1,12,12,N,1
H1,07/27/2009,16,GA,運動飲料,666,5,14,70,N,1
H1,07/27/2009,17,GA,運動飲料,254,8,26,208,N,1
H1,07/27/2009,17,GA,運動飲料,032,30,4,120,P,1
H1,07/27/2009,18,GA,運動飲料,666,5,14,70,N,1
H1,07/27/2009,18,GA,運動飲料,876,5,15,75,N,1
H1,07/27/2009,18,GA,運動飲料,610,5,14,70,P,1
H1,07/27/2009,19,GA,運動飲料,666,15,14,210,N,1
H1,07/27/2009,19,GA,運動飲料,254,1,34,34,N,1
H1,07/27/2009,19,GA,運動飲料,186,30,6,180,N,1
H1,07/27/2009,19,GA,運動飲料,654,5,27,135,N,2
H1,07/27/2009,20,GA,運動飲料,522,10,15,150,N,1
H1,07/27/2009,21,GA,運動飲料,634,60,6,360,N,2
H1,07/27/2009,21,GA,運動飲料,666,5,14,70,N,1
H1,07/27/2009,21,GA,運動飲料,254,16,26,416,N,4
H1,07/27/2009,21,GA,運動飲料,654,1,34,34,N,1
H1,07/27/2009,21,GA,運動飲料,166,1,19,19,P,1
H1,07/27/2009,21,GA,運動飲料,186,5,10,50,N,1
H1,07/27/2009,21,GA,運動飲料,610,5,14,70,P,1
H1,07/27/2009,22,GA,運動飲料,522,10,15,150,N,2
H1,07/27/2009,22,GA,運動飲料,254,3,23,69,N,1
H1,07/27/2009,22,GA,運動飲料,654,3,23,69,N,1
H1,07/27/2009,22,GA,運動飲料,752,10,16,160,N,1
H1,07/27/2009,22,GA,運動飲料,032,120,4,480,P,1
H1,07/28/2009,10,GA,運動飲料,274,1,25,25,P,1
H1,07/28/2009,11,GA,運動飲料,254,6,28,168,N,2
H1,07/28/2009,11,GA,運動飲料,654,1,34,34,N,1
H1,07/28/2009,11,GA,運動飲料,558,8,4,32,P,1
H1,07/28/2009,12,GA,運動飲料,334,30,4,120,P,1
H1,07/28/2009,13,GA,運動飲料,020,5,15,75,P,1
H1,07/28/2009,14,GA,運動飲料,254,3,23,69,N,1
H1,07/28/2009,14,GA,運動飲料,186,60,6,360,N,1
H1,07/28/2009,14,GA,運動飲料,654,3,23,69,N,1
H1,07/28/2009,14,GA,運動飲料,020,5,15,75,P,1
H1,07/28/2009,14,GA,運動飲料,274,1,25,25,P,1
H1,07/28/2009,14,GA,運動飲料,610,5,14,70,P,1
H1,07/28/2009,15,GA,運動飲料,254,3,23,69,N,1
H1,07/28/2009,15,GA,運動飲料,654,3,23,69,N,1
H1,07/28/2009,15,GA,運動飲料,956,8,9,72,N,1
H1,07/28/2009,16,GA,運動飲料,254,3,23,69,N,1
H1,07/28/2009,16,GA,運動飲料,654,3,23,69,N,1
H1,07/28/2009,17,GA,運動飲料,634,30,6,180,N,1
H1,07/28/2009,17,GA,運動飲料,876,5,15,75,N,1
H1,07/28/2009,18,GA,運動飲料,956,60,10,600,N,1
H1,07/28/2009,18,GA,運動飲料,032,30,4,120,P,1
H1,07/28/2009,18,GA,運動飲料,876,5,15,75,N,1
H1,07/28/2009,18,GA,運動飲料,958,8,4,32,P,1
H1,07/28/2009,18,GA,運動飲料,610,5,14,70,P,1
H1,07/28/2009,19,GA,運動飲料,796,1,12,12,N,1
H1,07/28/2009,19,GA,運動飲料,254,8,26,208,N,2
H1,07/28/2009,19,GA,運動飲料,032,30,4,120,P,1
H1,07/28/2009,19,GA,運動飲料,876,10,15,150,N,2
H1,07/28/2009,20,GA,運動飲料,032,30,4,120,P,1
H1,07/28/2009,20,GA,運動飲料,876,5,15,75,N,1
H1,07/28/2009,21,GA,運動飲料,152,8,9,72,N,1
H1,07/28/2009,21,GA,運動飲料,666,5,14,70,N,1
H1,07/28/2009,21,GA,運動飲料,254,3,23,69,N,1
